Princípio Ativo,Nome Comercial,Apresentação Comercial,Fabricante,Finalidade de Uso,Classe Terapêutica,Mecanismo de Ação,Via de Administração,Forma Farmacêutica,Soma de QT_APROVADA,Soma de QT_GLOSATOTAL,Soma de VL_GLOSADO,Soma de VL_APROVADO,VL_UNITÁRIO,QT_MÉDIA_MENSAL,VL_MÉDIO_MENSAL,% GLOSA,%VL APROVADO,Unnamed: 19
BEVACIZUMABE,ZIRABEV,ZIRABEV 25 MGML SOL DIL INFUS IV CT FA VD TRANS X 4 ML,PFIZER BRASIL LTDA,"Câncer colorretal metastático, câncer de pulmão de células não pequenas, câncer de células renais metastático, câncer de mama metastático ou localmente recorrente, câncer epitelial de ovário, tuba uterina e peritônio, câncer de colo do útero persistente, recorrente ou metastático","L1G2 - ANTICORPOS MONOCLONAIS ANTINEOPLÁSICOS, VEGF/VEGFR",Anticorpo monoclonal anti VEGF,IV,SOLUCAO PARA DILUICAO PARA INFUSAO,4792.0,16.0,20240.54,58411.69000000002,12.189417779632725,399.3333333333333,4867.640833333335,0.0033277870216306157,0.9966722129783694,
TOCILIZUMABE,ACTEMRA,ACTEMRA RESTRITO HOSP 20 MGML SOL INJ INFUS IV,PRODUTOS ROCHE QUIMICOS E FARMACEUTICOS S.A.,"Artrite reumatoide (AR) ativa moderada a grave, Artrite idiopática juvenil sistêmica (AIJS), Artrite idiopática juvenil poliarticular (AIJP), Síndrome de liberação de citocinas (SLC) grave ou de risco à vida, COVID-19 em adultos hospitalizados, Arterite de células gigantes (ACG), Doença pulmonar intersticial (DPI)",M1C - AGENTES ANTI-REUMÁTICOS ESPECÍFICOS,Anticorpo monoclonal que age bloqueando a IL-6,IV/SC,SOLUCAO INJETAVEL,1920.0,480.0,151.22,23387.98,12.181239583333333,160,1948.9983333333332,0.2,0.8,
PACLITAXEL ALBUMINADO,ABRAXANE,ABRAXANE 100 MG PO LIOF SUS INJ CT FA VD TRANS,UNITED MEDICAL LTDA,"Câncer de ovário, câncer de mama, câncer de pulmão de células não pequenas",L1C2 - AGENTES ANTINEOPLÁSICOS TAXANOS,Impedem a divisão celular como ligante da tubulina e a despolimerizacão de microtúbulos,IV,PO LIOFILIZADO PARA SUSPENSAO INJETAVEL,23272.0,1264.0,9386.9,278196.7599999998,11.954140598143683,1939.3333333333333,23183.063333333313,0.051516139550048905,0.9484838604499511,
TOCILIZUMABE,ACTEMRA,ACTEMRA 20 MGML SOL DIL INFUS IV CT FA VD TRANS X 20 ML,PRODUTOS ROCHE QUIMICOS E FARMACEUTICOS S.A.,"Artrite reumatoide (AR) ativa moderada a grave, Artrite idiopática juvenil sistêmica (AIJS), Artrite idiopática juvenil poliarticular (AIJP), Síndrome de liberação de citocinas (SLC) grave ou de risco à vida, COVID-19 em adultos hospitalizados, Arterite de células gigantes (ACG), Doença pulmonar intersticial (DPI)",M1C - AGENTES ANTI-REUMÁTICOS ESPECÍFICOS,Anticorpo monoclonal que age bloqueando a IL-6,IV/SC,SOLUCAO INJETAVEL,28419.0,8581.0,46821.22,337222.4300000002,11.866090643583526,2368.25,28101.869166666685,0.23191891891891891,0.7680810810810811,
CETUXIMABE,ERBITUX,ERBITUX 5 MGML SOL INJ CT FA VD INC X 20 ML,MERCK S/A,"Câncer colorretal metastático, carcinoma de cabeça e pescoço","L1G4 - ANTICORPOS MONOCLONAIS ANTINEOPLÁSICOS, EGFR",Anticorpo monoclonal quimérico ligante do receptor do fator de crescimento epidérmico (EGFR),IV,SOLUCAO INJETAVEL,121394.0,12752.0,10046.87,1439630.100000004,11.859153664925811,10116.166666666666,119969.17500000034,0.09506060560881428,0.9049393943911858,
VIMBLASTINA,FAULBLASTINA,FAULBLASTINA 1 MGML SOL INJ CT 5 FA VD AMB X 10 ML,LIBBS FARMACEUTICA LTDA ,"Doença de Hodgkin generalizada, Linfomas (linfocítico e histiocítico), Micose fungoide avançada, Carcinoma de testículo avançado, Sarcoma de Kaposi, Doença de Letterer-Siwe, Coriocarcinoma resistente e Carcinoma de mama que não responde a outros tratamentos",L1C1 - AGENTES ANTINEOPLÁSICOS ALCALÓIDES DA VINCA,Agente antineoplásico citotóxico ligante da tubulina (danifica a atuação dos. Microtúbulos e faz disrupção do ciclo mitótico),IV,SOLUCAO INJETAVEL,3385.0,45.0,169.73,40042.63999999991,11.829435745937936,282.0833333333333,3336.8866666666595,0.013119533527696793,0.9868804664723032,
CETUXIMABE,ERBITUX,ERBITUX 5 MGML SOL INJ FA VD X 100 ML,MERCK S/A,"Câncer colorretal metastático, carcinoma de cabeça e pescoço","L1G4 - ANTICORPOS MONOCLONAIS ANTINEOPLÁSICOS, EGFR",Anticorpo monoclonal quimérico ligante do receptor do fator de crescimento epidérmico (EGFR),IV,SOLUCAO INJETAVEL,15154.0,11154.0,24.3,177332.82,11.702046984294576,1262.8333333333333,14777.735,0.4239774973392124,0.5760225026607876,
CETUXIMABE,ERBITUX,ERBITUX 5 MGML SOL INJ FA VD X 20 ML,MERCK S/A,"Câncer colorretal metastático, carcinoma de cabeça e pescoço","L1G4 - ANTICORPOS MONOCLONAIS ANTINEOPLÁSICOS, EGFR",Anticorpo monoclonal quimérico ligante do receptor do fator de crescimento epidérmico (EGFR),IV,SOLUCAO INJETAVEL,2010.0,200.0,0.52,23079.48,11.482328358208955,167.5,1923.29,0.09049773755656108,0.9095022624434389,
OXALIPLATINA,OXALIBBS,OXALIBBS 5 MGML SOL INJ CT FA VD AMB X 20 ML,LIBBS FARMACEUTICA LTDA ,"Câncer colorretal metastático e adjuvante (geralmente em combinação com fluoropirimidinas como o 5-fluorouracil), Câncer gástrico ou câncer da junção gastroesofágica localmente avançado ou metastático, Adenocarcinoma de pâncreas metastático",L1F - COMPOSTOS ANTINEOPLÁSICOS DE PLATINA,Age formando ligações cruzadas no DNA que impede a replicação e a transcrição do material genético,IV,SOLUCAO INJETAVEL,43563.0,2420.0,4867.91,475422.4399999995,10.913445814108291,3630.25,39618.53666666662,0.05262814518408977,0.9473718548159102,
BEVACIZUMABE,SIMBEVA,SIMBEVA 25 MGML SOL DIL INFUS IV CT FA VD TRANS X 16 ML,LABORATORIO TEUTO BRASILEIRO S/A,"Câncer colorretal metastático, câncer de pulmão de células não pequenas, câncer de células renais metastático, câncer de mama metastático ou localmente recorrente, câncer epitelial de ovário, tuba uterina e peritônio, câncer de colo do útero persistente, recorrente ou metastático","L1G2 - ANTICORPOS MONOCLONAIS ANTINEOPLÁSICOS, VEGF/VEGFR",Anticorpo monoclonal anti VEGF,IV,SOLUCAO PARA DILUICAO PARA INFUSAO,20765.0,0.0,0.0,222181.49,10.699806886588009,1730.4166666666667,18515.124166666665,0,1.0,
DOXORRUBICINA,FAULDOXO,FAULDOXO 2 MGML SOL INJ CT FA VD INC X 5 ML,LIBBS FARMACEUTICA LTDA ,"Câncer de mama metastático, câncer de ovário avançado, sarcoma de Kaposi, mieloma múltiplo progressivo",L1D - AGENTES ANTINEOPLÁSICOS ANTIBIÓTICOS,"Inibe a síntese de DNA, RNA e proteínas nas células cancerosas ao interferir com enzimas como a topoisomerase II",IV,SOLUCAO INJETAVEL,10428.0,1029.0,1621.45,111374.4399999999,10.680326045262744,869,9281.203333333326,0.08981408745744959,0.9101859125425504,
DOXORRUBICINA,FAULDOXO,FAULDOXO RESTRITO HOSP 50 MG25 ML FA,LIBBS FARMACEUTICA LTDA ,"Câncer de mama metastático, câncer de ovário avançado, sarcoma de Kaposi, mieloma múltiplo progressivo",L1D - AGENTES ANTINEOPLÁSICOS ANTIBIÓTICOS,"Inibe a síntese de DNA, RNA e proteínas nas células cancerosas ao interferir com enzimas como a topoisomerase II",IV,SOLUCAO INJETAVEL,11944.0,2446.0,647.2800000000001,123093.8900000001,10.305918452779647,995.3333333333334,10257.824166666675,0.16997915218902016,0.8300208478109798,
PEMETREXEDE,SUKHI,SUKHI 500 MG PO LIOF SOL INJ IV CT FA VD TRANS X 50 ML,SUN FARMACEUTICA DO BRASIL LTDA,"Mesotelioma pleural maligno, câncer de pulmão de células não pequenas",L1B - AGENTES ANTINEOPLÁSICOS ANTIMETABÓLITOS,Antimetabólito antifolato,IV,PO LIOFILIZADO PARA SOLUCAO INJETAVEL,3250.0,1532.0,29141.52,32803.48,10.093378461538462,270.8333333333333,2733.6233333333334,0.3203680468423254,0.6796319531576747,
RITUXIMABE,VIVAXXIA,VIVAXXIA 10 MGML SOL DIL INFUS IV CT FA VD TRANS X 10 ML,LIBBS FARMACEUTICA LTDA ,"Linfoma não-Hodgkin de células B, leucemia linfocítica crônica (LLC), Artrite Reumatoide (AR), Granulomatose de Wegener, Poliangiite microscópica (PAM), Pênfigo vulgar (PV)","L1G1 - ANTICORPOS MONOCLONAIS ANTINEOPLÁSICOS, CD34",Anticorpo monoclonal ligante do CD20 que destrói linfócitos B,IV,SOLUCAO PARA DILUICAO PARA INFUSAO,7447.0,700.0,2974.1,74898.84999999995,10.057586947764193,620.5833333333334,6241.570833333329,0.08592119798698908,0.914078802013011,
PACLITAXEL,TAXOL,TAXOL 6 MGML SOL INJ IV CT FA VD TRANS X 167 ML,BIOPAS BRASIL PRODUTOS FARMACEUTICOS LTDA,"Câncer de mama, câncer de ovário, sarcoma de Kaposi, câncer de pulmão não pequenas células, câncer de pâncreas",L1C2 - AGENTES ANTINEOPLÁSICOS TAXANOS,Impedem a divisão celular como ligante da tubulina e a despolimerizacão de microtúbulos,IV,SOLUCAO INJETAVEL,9930.0,286.0,1781.44,98953.85000000003,9.965140986908361,827.5,8246.154166666669,0.027995301487862178,0.9720046985121378,
BEVACIZUMABE,ZIRABEV,ZIRABEV 25 MGML SOL DIL INFUS IV CT FA VD TRANS X 16 ML,PFIZER BRASIL LTDA,"Câncer colorretal metastático, câncer de pulmão de células não pequenas, câncer de células renais metastático, câncer de mama metastático ou localmente recorrente, câncer epitelial de ovário, tuba uterina e peritônio, câncer de colo do útero persistente, recorrente ou metastático","L1G2 - ANTICORPOS MONOCLONAIS ANTINEOPLÁSICOS, VEGF/VEGFR",Anticorpo monoclonal anti VEGF,IV,SOLUCAO PARA DILUICAO PARA INFUSAO,13689.0,4759.0,27358.72,131246.69,9.587748557235736,1140.75,10937.224166666667,0.2579683434518647,0.7420316565481353,
VIMBLASTINA,FAULBLASTINA,FAULBLASTINA RESTRITO HOSP 10 MG10 ML INJ 5 FA A,LIBBS FARMACEUTICA LTDA ,"Doença de Hodgkin generalizada, Linfomas (linfocítico e histiocítico), Micose fungoide avançada, Carcinoma de testículo avançado, Sarcoma de Kaposi, Doença de Letterer-Siwe, Coriocarcinoma resistente e Carcinoma de mama que não responde a outros tratamentos",L1C1 - AGENTES ANTINEOPLÁSICOS ALCALÓIDES DA VINCA,Agente antineoplásico citotóxico ligante da tubulina (danifica a atuação dos. Microtúbulos e faz disrupção do ciclo mitótico),IV,SOLUCAO INJETAVEL,569.0,55.0,13.33,5383.219999999999,9.460843585237257,47.416666666666664,448.60166666666663,0.08814102564102565,0.9118589743589743,
TRASTUZUMABE,HERZUMA,HERZUMA 440 MG PO LIOF SOL INJ IV CT FA VD TRANS DIL FA VD TRANS X 20 ML,CELLTRION HEALTHCARE DISTRIBUICAO DE PRODUTOS FARMACEUTICOS DOS BRASIL LTDA,"Câncer de mama HER2-positivo, câncer gástrico HER2-positivo","L1G3 - ANTICORPOS MONOCLONAIS ANTINEOPLÁSICOS, HER-8",Anticorpo monoclonal inibidor da HER2,IV/SC,PO LIOFILIZADO PARA SOLUCAO INJETAVEL+SOLUCAO DILUENTE,43829.0,729.0,25.94,410166.7800000001,9.358342193524837,3652.4166666666665,34180.56500000001,0.016360698415548273,0.9836393015844517,
RITUXIMABE,VIVAXXIA,VIVAXXIA 10 MGML SOL DIL INFUS IV CT FA VD TRANS X 50 ML,LIBBS FARMACEUTICA LTDA ,"Linfoma não-Hodgkin de células B, leucemia linfocítica crônica (LLC), Artrite Reumatoide (AR), Granulomatose de Wegener, Poliangiite microscópica (PAM), Pênfigo vulgar (PV)","L1G1 - ANTICORPOS MONOCLONAIS ANTINEOPLÁSICOS, CD35",Anticorpo monoclonal ligante do CD20 que destrói linfócitos B,IV,SOLUCAO PARA DILUICAO PARA INFUSAO,100945.0,7234.0,3175.78,943221.8599999996,9.34391856951805,8412.083333333334,78601.82166666664,0.06687064957154346,0.9331293504284566,
RITUXIMABE,RIXIMYO,RIXIMYO 10 MGML SOL DIL INFUS CT 2 FR VD TRANS X 10 ML,SANDOZ DO BRASIL INDUSTRIA FARMACEUTICA LTDA,"Linfoma não-Hodgkin de células B, leucemia linfocítica crônica (LLC), Artrite Reumatoide (AR), Granulomatose de Wegener, Poliangiite microscópica (PAM), Pênfigo vulgar (PV)","L1G1 - ANTICORPOS MONOCLONAIS ANTINEOPLÁSICOS, CD27",Anticorpo monoclonal ligante do CD20 que destrói linfócitos B,IV,SOLUCAO INJETAVEL,7167.0,1000.0,662.96,64354.1,8.979224222129202,597.25,5362.841666666666,0.12244398187829068,0.8775560181217094,
BELIMUMABE,BENLYSTA,BENLYSTA 120 MG PO LIOF INJ CT FA VD INC,GLAXOSMITHKLINE BRASIL LTDA,"Lúpus Eritematoso Sistêmico (LES) ativo, Nefrite Lúpica",L4X - OUTROS IMUNOSSUPRESSORES,Anticorpo monoclonal bloqueaor da BLyS (aka BAFF - fator estimulador de células B),IV/SC,PO LIOFILIZADO PARA SOLUCAO INJETAVEL,39944.0,5640.0,7397.51,353322.7300000002,8.845451882635695,3328.6666666666665,29443.56083333335,0.12372762372762373,0.8762723762723763,
CARBOPLATINA,FAULDCARBO,FAULDCISPLA RESTRITO HOSP 10 MG10 ML FA,LIBBS FARMACEUTICA LTDA ,"Câncer de ovário, câncer de pulmão de células pequenas, câncer de cabeça e pescoço",L1F - COMPOSTOS ANTINEOPLÁSICOS DE PLATINA,Inibição do crescimento celular tumoral (inibe a síntese do DNA tumoral),IV,SOLUCAO INJETAVEL,5731.0,2962.0,128.16,49323.68000000007,8.606470075030549,477.5833333333333,4110.306666666673,0.34073392384677326,0.6592660761532267,
OXALIPLATINA,OXALIBBS,OXALIBBS 5 MGML SOL INJ CT FA VD AMB X 10 ML,LIBBS FARMACEUTICA LTDA ,"Câncer colorretal metastático e adjuvante (geralmente em combinação com fluoropirimidinas como o 5-fluorouracil), Câncer gástrico ou câncer da junção gastroesofágica localmente avançado ou metastático, Adenocarcinoma de pâncreas metastático",L1F - COMPOSTOS ANTINEOPLÁSICOS DE PLATINA,Age formando ligações cruzadas no DNA que impede a replicação e a transcrição do material genético,IV,SOLUCAO INJETAVEL,16942.0,654.0,1385.39,144438.1199999999,8.525446818557425,1411.8333333333333,12036.509999999993,0.03716753807683564,0.9628324619231644,
BELIMUMABE,BENLYSTA,BENLYSTA 400 MG PO LIOF INJ CT FA VD INC,GLAXOSMITHKLINE BRASIL LTDA,"Lúpus Eritematoso Sistêmico (LES) ativo, Nefrite Lúpica",L4X - OUTROS IMUNOSSUPRESSORES,Anticorpo monoclonal bloqueaor da BLyS (aka BAFF - fator estimulador de células B),IV/SC,PO LIOFILIZADO PARA SOLUCAO INJETAVEL,42523.0,1100.0,9085.03,358039.1100000002,8.419892999082855,3543.5833333333335,29836.592500000017,0.025216055750406894,0.9747839442495931,
IRINOTECANO,CLORIDRATO DE IRINOTECANO,CLORIDRATO DE IRINOTECANO TRI-HIDRATADO 20 MGML SOL INJ IV CT FA VD AMB X 5 ML,ACCORD FARMACEUTICA LTDA,"Carcinoma metastático do cólon ou reto, Neoplasia pulmonar de células pequenas e não-pequenas, Neoplasia de colo de útero, Neoplasia de ovário, Neoplasia gástrica recorrente ou inoperável, Neoplasia de mama inoperável ou recorrente, Carcinoma de células escamosas da pele, Linfomas",L1C3 - AGENTES ANTINEOPLÁSICOS CAMPTOTECINAS,Inibidor da topoisomerase I,IV,SOLUCAO INJETAVEL,2370.0,1044.0,3.63,19199.12,8.100894514767932,197.5,1599.9266666666665,0.30579964850615116,0.6942003514938488,
RITUXIMABE,RIXIMYO,RIXIMYO 10 MGML SOL DIL INFUS CT 1 FR VD TRANS X 50 ML,SANDOZ DO BRASIL INDUSTRIA FARMACEUTICA LTDA,"Linfoma não-Hodgkin de células B, leucemia linfocítica crônica (LLC), Artrite Reumatoide (AR), Granulomatose de Wegener, Poliangiite microscópica (PAM), Pênfigo vulgar (PV)","L1G1 - ANTICORPOS MONOCLONAIS ANTINEOPLÁSICOS, CD26",Anticorpo monoclonal ligante do CD20 que destrói linfócitos B,IV,SOLUCAO INJETAVEL,29906.0,6637.0,41029.97,241064.8400000001,8.06075168862436,2492.1666666666665,20088.736666666675,0.18162165120542922,0.8183783487945708,
CARBOPLATINA,FAULDCARBO,FAULDCISPLA RESTRITO HOSP 50 MG50 ML FA,LIBBS FARMACEUTICA LTDA ,"Câncer de ovário, câncer de pulmão de células pequenas, câncer de cabeça e pescoço",L1F - COMPOSTOS ANTINEOPLÁSICOS DE PLATINA,Inibição do crescimento celular tumoral (inibe a síntese do DNA tumoral),IV,SOLUCAO INJETAVEL,10594.0,1680.0,142.02,85315.41999999984,8.053182933736062,882.8333333333334,7109.61833333332,0.1368746944761284,0.8631253055238716,
CARBOPLATINA,FAULDCARBO,FAULDCISPLA 1 MGML SOL INJ CT FA VD AMB X 10 ML,LIBBS FARMACEUTICA LTDA ,"Câncer de ovário, câncer de pulmão de células pequenas, câncer de cabeça e pescoço",L1F - COMPOSTOS ANTINEOPLÁSICOS DE PLATINA,Inibição do crescimento celular tumoral (inibe a síntese do DNA tumoral),IV,SOLUCAO INJETAVEL,10559.0,1021.0,242.3800000000001,83888.07999999983,7.944699308646636,879.9166666666666,6990.673333333319,0.0881692573402418,0.9118307426597582,
RITUXIMABE,RUXIENCE,RUXIENCE 10 MGML SOL DIL INFUS IV CT FA VD TRANS X 50 ML,PFIZER BRASIL LTDA,"Linfoma não-Hodgkin de células B, leucemia linfocítica crônica (LLC), Artrite Reumatoide (AR), Granulomatose de Wegener, Poliangiite microscópica (PAM), Pênfigo vulgar (PV)","L1G1 - ANTICORPOS MONOCLONAIS ANTINEOPLÁSICOS, CD30",Anticorpo monoclonal ligante do CD20 que destrói linfócitos B,IV,SOLUCAO PARA DILUICAO PARA INFUSAO,4672.0,1004.0,28825.3,37006.63999999999,7.9209417808219165,389.3333333333333,3083.886666666666,0.17688513037350245,0.8231148696264976,
VINORELBINA,NORELBIN,NORELBIN 10 MGML SOL INJ CT FA VD INC X 5 ML,EUROFARMA LABORATORIOS S.A.,"Câncer de mama metastático, câncer de pulmão de células não pequenas",L1C1 - AGENTES ANTINEOPLÁSICOS ALCALÓIDES DA VINCA,Agente antineoplásico citotóxico inibidor da polimerização da tubulina (danifica a atuação dos. Microtúbulos e faz disrupção do ciclo mitótico),IV,SOLUCAO INJETAVEL,1741.0,15.0,0.06,13660.17,7.846163124641011,145.08333333333334,1138.3475,0.008542141230068337,0.9914578587699316,
CARBOPLATINA,FAULDCARBO,FAULDCISPLA RESTRITO HOSP 100 MG100 ML FA,LIBBS FARMACEUTICA LTDA ,"Câncer de ovário, câncer de pulmão de células pequenas, câncer de cabeça e pescoço",L1F - COMPOSTOS ANTINEOPLÁSICOS DE PLATINA,Inibição do crescimento celular tumoral (inibe a síntese do DNA tumoral),IV,SOLUCAO INJETAVEL,2007.0,560.0,73.16999999999999,15535.15,7.740483308420528,167.25,1294.5958333333333,0.218153486560187,0.781846513439813,
BEVACIZUMABE,MVASI,MVASI 25 MGML SOL DIL INFUS IV CT FA VD TRANS X 4 ML,AMGEN BIOTECNOLOGIA DO BRASIL LTDA,"Câncer colorretal metastático, câncer de pulmão de células não pequenas, câncer de células renais metastático, câncer de mama metastático ou localmente recorrente, câncer epitelial de ovário, tuba uterina e peritônio, câncer de colo do útero persistente, recorrente ou metastático","L1G2 - ANTICORPOS MONOCLONAIS ANTINEOPLÁSICOS, VEGF/VEGFR",Anticorpo monoclonal anti VEGF,IV,SOLUCAO PARA DILUICAO PARA INFUSAO,7220.0,1895.0,1078.92,55866.06,7.737681440443213,601.6666666666666,4655.505,0.20789906747120132,0.7921009325287987,
BEVACIZUMABE,MVASI,MVASI 25 MGML SOL DIL INFUS IV CT FA VD TRANS X 16 ML,AMGEN BIOTECNOLOGIA DO BRASIL LTDA,"Câncer colorretal metastático, câncer de pulmão de células não pequenas, câncer de células renais metastático, câncer de mama metastático ou localmente recorrente, câncer epitelial de ovário, tuba uterina e peritônio, câncer de colo do útero persistente, recorrente ou metastático","L1G2 - ANTICORPOS MONOCLONAIS ANTINEOPLÁSICOS, VEGF/VEGFR",Anticorpo monoclonal anti VEGF,IV,SOLUCAO PARA DILUICAO PARA INFUSAO,10900.0,1540.0,2.49,79914.81999999999,7.331634862385321,908.3333333333334,6659.568333333333,0.12379421221864952,0.8762057877813505,
BEVACIZUMABE,VEGZELMA,VEGZELMA 25 MGML SOL DIL INFUS IV CT FA VD TRANS X 4 ML,CELTRION HEALTHCARE,"Câncer colorretal metastático, câncer de pulmão de células não pequenas, câncer de células renais metastático, câncer de mama metastático ou localmente recorrente, câncer epitelial de ovário, tuba uterina e peritônio, câncer de colo do útero persistente, recorrente ou metastático","L1G2 - ANTICORPOS MONOCLONAIS ANTINEOPLÁSICOS, VEGF/VEGFR",Anticorpo monoclonal anti VEGF,IV,SOLUCAO PARA DILUICAO PARA INFUSAO,100.0,100.0,38.23,696.15,6.9615,8.333333333333334,58.012499999999996,0.5,0.5,
TRASTUZUMABE,KANJINTI,KANJINTI 440 MG PO LIOF SOL INJ IV CT FA VD TRANS DIL FA VD TRANS X 20 ML,AMGEN BIOTECNOLOGIA DO BRASIL LTDA,"Câncer de mama HER2-positivo, câncer gástrico HER2-positivo","L1G3 - ANTICORPOS MONOCLONAIS ANTINEOPLÁSICOS, HER-9",Anticorpo monoclonal inibidor da HER2,IV/SC,PO LIOFILIZADO PARA SOLUCAO INJETAVEL,2772.0,0.0,0.0,19022.79,6.8624783549783555,231,1585.2325,0,1.0,
PACLITAXEL,TAXOL,TAXOL 6 MGML SOL INJ IV CT FA VD TRANS X 5 ML,BIOPAS BRASIL PRODUTOS FARMACEUTICOS LTDA,"Câncer de mama, câncer de ovário, sarcoma de Kaposi, câncer de pulmão não pequenas células, câncer de pâncreas",L1C2 - AGENTES ANTINEOPLÁSICOS TAXANOS,Impedem a divisão celular como ligante da tubulina e a despolimerizacão de microtúbulos,IV,SOLUCAO INJETAVEL,161.0,0.0,0.0,1104.44,6.859875776397516,13.416666666666666,92.03666666666668,0,1.0,
BEVACIZUMABE,VEGZELMA,VEGZELMA 25 MGML SOL DIL INFUS IV CT FA VD TRANS X 16 ML,CELTRION HEALTHCARE,"Câncer colorretal metastático, câncer de pulmão de células não pequenas, câncer de células renais metastático, câncer de mama metastático ou localmente recorrente, câncer epitelial de ovário, tuba uterina e peritônio, câncer de colo do útero persistente, recorrente ou metastático","L1G2 - ANTICORPOS MONOCLONAIS ANTINEOPLÁSICOS, VEGF/VEGFR",Anticorpo monoclonal anti VEGF,IV,SOLUCAO PARA DILUICAO PARA INFUSAO,4075.0,400.0,1.47,27825.58,6.828363190184049,339.5833333333333,2318.7983333333336,0.0893854748603352,0.9106145251396648,
RITUXIMABE,TRUXIMA,TRUXIMA 10 MGML SOL DIL INFUS IV CT 2 FA VD TRANS X 10 ML,CELLTRION HEALTHCARE DISTRIBUICAO DE PRODUTOS FARMACEUTICOS DOS BRASIL LTDA,"Linfoma não-Hodgkin de células B, leucemia linfocítica crônica (LLC), Artrite Reumatoide (AR), Granulomatose de Wegener, Poliangiite microscópica (PAM), Pênfigo vulgar (PV)","L1G1 - ANTICORPOS MONOCLONAIS ANTINEOPLÁSICOS, CD32",Anticorpo monoclonal ligante do CD20 que destrói linfócitos B,IV,SOLUCAO PARA DILUICAO PARA INFUSAO,2899.0,0.0,0.0,19383.43,6.686246981717834,241.58333333333334,1615.2858333333334,0,1.0,
DOXORRUBICINA,FAULDOXO,FAULDOXO 2 MGML SOL INJ CT FA VD INC X 25 ML,LIBBS FARMACEUTICA LTDA ,"Câncer de mama metastático, câncer de ovário avançado, sarcoma de Kaposi, mieloma múltiplo progressivo",L1D - AGENTES ANTINEOPLÁSICOS ANTIBIÓTICOS,"Inibe a síntese de DNA, RNA e proteínas nas células cancerosas ao interferir com enzimas como a topoisomerase II",IV,SOLUCAO INJETAVEL,57911.0,5111.0,14692.27000000001,384983.4599999988,6.647846868470563,4825.916666666667,32081.9549999999,0.08109866395861763,0.9189013360413824,
RITUXIMABE,RIXIMYO,RIXIMYO 10 MGML SOL DIL INFUS CT 2 FR VD TRANS X 50 ML,SANDOZ DO BRASIL INDUSTRIA FARMACEUTICA LTDA,"Linfoma não-Hodgkin de células B, leucemia linfocítica crônica (LLC), Artrite Reumatoide (AR), Granulomatose de Wegener, Poliangiite microscópica (PAM), Pênfigo vulgar (PV)","L1G1 - ANTICORPOS MONOCLONAIS ANTINEOPLÁSICOS, CD28",Anticorpo monoclonal ligante do CD20 que destrói linfócitos B,IV,SOLUCAO INJETAVEL,4000.0,0.0,0.0,26021.52,6.50538,333.3333333333333,2168.46,0,1.0,
DAUNORRUBICINA,EVOCLASS,EVOCLASS RESTRITO HOSP 20 MG PO LIOF SOL INJ ,FARMARIN INDUSTRIA E COMERCIO LTDA ,"Leucemia Linfoblástica Aguda (LLA), Leucemia Mieloide Aguda (LMA)",L1D - AGENTES ANTINEOPLÁSICOS ANTIBIÓTICOS,Inibição da síntese de DNA e RNA ao interferir a atividade da polimerase e da topoisomerase II,IV,PO LIOFILO PARA SOLUCAO INJETAVEL,9.0,0.0,0.0,55.62,6.18,0.75,4.635,0,1.0,
DAUNORRUBICINA,EVOCLASS,EVOCLASS 20 MG PO LIOF SOL INJ CT FA VD AMB X 10 ML,FARMARIN INDUSTRIA E COMERCIO LTDA ,"Leucemia Linfoblástica Aguda (LLA), Leucemia Mieloide Aguda (LMA)",L1D - AGENTES ANTINEOPLÁSICOS ANTIBIÓTICOS,Inibição da síntese de DNA e RNA ao interferir a atividade da polimerase e da topoisomerase II,IV,PO LIOFILO PARA SOLUCAO INJETAVEL,5015.0,12941.0,3881.42,30097.31,6.001457627118644,417.9166666666667,2508.1091666666666,0.7207061706393406,0.2792938293606594,
PEMETREXEDE,PEMTRYX,PEMTRYX 100 MG PO LIOF INJ CT FA VD INC X 10 ML,ACCORD FARMACEUTICA LTDA,"Mesotelioma pleural maligno, câncer de pulmão de células não pequenas",L1B - AGENTES ANTINEOPLÁSICOS ANTIMETABÓLITOS,Antimetabólito antifolato,IV,PO LIOFILIZADO PARA SOLUCAO INJETAVEL,100.0,0.0,0.0,586.18,5.8618,8.333333333333334,48.84833333333333,0,1.0,
DOCETAXEL,DOCEUNO,DOCEUNO 20 MGML SOL INJ IV CT FA VD TRANS X 1 ML,EUROFARMA LABORATORIOS S.A.,"Câncer de mama, câncer de pulmão não pequenas células avançado ou metastático, adenocarcinoma gástrico, câncer de cabeça e pescoço, câncer de ovário",L1C2 - AGENTES ANTINEOPLÁSICOS TAXANOS,Impedem a divisão celular como ligante da tubulina e a despolimerizacão de microtúbulos,IV,SOLUCAO INJETAVEL,6036.0,369.0,366.4,34552.36999999998,5.724382041086809,503,2879.364166666665,0.05761124121779859,0.9423887587822014,
